Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,normal,0.1,40,0,MINMIN,353.63999999999993,0, 10, 14, 12, 8, 4, 1, 1, 0, 4, 2, 6, 1, 0, 2, 12, 0, 8, 0, 2, 2, 0, 3, 2, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=14; c5a.xlarge=12; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=2; m5.xlarge=6; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,139,CRITICALPATH,394.28999999999996,8, 18, 13, 14, 1, 2, 2, 2, 1, 2, 0, 6, 0, 1, 1, 9, 5, 4, 2, 0, 1, 0, 0, 2, 2, 2, 0,{c5.2xlarge=8; c5.xlarge=18; c5a.2xlarge=13; c5a.xlarge=14; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=2; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=5; m5zn.xlarge=4; r5.2xlarge=2; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=2; z1d.xlarge=0}
chipseq,normal,0.1,40,139,CRITICALPATHREVERSE,333.83,11, 12, 12, 14, 1, 1, 0, 1, 0, 1, 0, 3, 2, 1, 1, 11, 7, 8, 1, 0, 1, 0, 0, 1, 2, 7, 0,{c5.2xlarge=11; c5.xlarge=12; c5a.2xlarge=12; c5a.xlarge=14; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=11; m5zn.large=7; m5zn.xlarge=8; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=7; z1d.xlarge=0}
chipseq,normal,0.1,40,139,RESHIV2,335.22999999999996,14, 15, 13, 15, 1, 3, 1, 1, 1, 1, 0, 2, 0, 1, 1, 8, 7, 4, 1, 0, 1, 0, 0, 1, 3, 4, 0,{c5.2xlarge=14; c5.xlarge=15; c5a.2xlarge=13; c5a.xlarge=15; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=7; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=0}
chipseq,normal,0.1,40,139,RESHIV3,333.2899999999999,17, 15, 12, 15, 1, 3, 1, 1, 1, 1, 0, 2, 0, 1, 1, 8, 5, 4, 1, 0, 1, 0, 0, 1, 3, 4, 0,{c5.2xlarge=17; c5.xlarge=15; c5a.2xlarge=12; c5a.xlarge=15; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=5; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=0}
chipseq,normal,0.1,40,139,RESHIMAX,322.65,13, 15, 12, 12, 2, 3, 2, 2, 0, 2, 0, 4, 0, 2, 1, 7, 5, 5, 1, 0, 2, 0, 0, 2, 3, 3, 0,{c5.2xlarge=13; c5.xlarge=15; c5a.2xlarge=12; c5a.xlarge=12; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=7; m5zn.large=5; m5zn.xlarge=5; r5.2xlarge=1; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=3; z1d.xlarge=0}
chipseq,normal,0.1,40,139,RESHIFCFS,337.46,14, 12, 13, 16, 1, 1, 1, 1, 2, 1, 0, 4, 0, 1, 0, 7, 9, 4, 1, 0, 1, 0, 0, 1, 2, 6, 0,{c5.2xlarge=14; c5.xlarge=12; c5a.2xlarge=13; c5a.xlarge=16; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=9; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=0}
chipseq,normal,0.1,40,140,MINMIN,396.02,12, 15, 9, 13, 1, 1, 0, 1, 2, 1, 0, 2, 0, 1, 1, 14, 4, 9, 3, 0, 1, 0, 0, 1, 3, 4, 0,{c5.2xlarge=12; c5.xlarge=15; c5a.2xlarge=9; c5a.xlarge=13; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=14; m5zn.large=4; m5zn.xlarge=9; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=4; z1d.xlarge=0}
chipseq,normal,0.1,40,140,MAXMIN,474.76,4, 9, 2, 6, 6, 4, 0, 2, 0, 0, 2, 9, 1, 3, 1, 10, 0, 13, 0, 10, 1, 0, 0, 0, 9, 0, 6,{c5.2xlarge=4; c5.xlarge=9; c5a.2xlarge=2; c5a.xlarge=6; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=9; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=13; r5.2xlarge=0; r5.large=10; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.1,40,140,MCT,407.96999999999997,5, 11, 3, 7, 4, 1, 0, 1, 0, 0, 1, 6, 2, 3, 0, 12, 0, 21, 0, 4, 1, 0, 0, 0, 11, 0, 5,{c5.2xlarge=5; c5.xlarge=11; c5a.2xlarge=3; c5a.xlarge=7; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=6; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=0; m5zn.xlarge=21; r5.2xlarge=0; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=11; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,140,ROUNDROBIN,565.89,5, 11, 1, 4, 12, 2, 0, 2, 0, 0, 0, 10, 1, 8, 2, 3, 0, 3, 0, 12, 1, 0, 0, 0, 14, 0, 7,{c5.2xlarge=5; c5.xlarge=11; c5a.2xlarge=1; c5a.xlarge=4; d3.2xlarge=12; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=10; m5a.2xlarge=1; m5a.large=8; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=12; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=14; z1d.large=0; z1d.xlarge=7}
chipseq,normal,0.1,40,140,STATIC,357.39,3, 7, 3, 5, 7, 2, 0, 1, 0, 0, 1, 8, 1, 2, 1, 16, 0, 21, 0, 4, 1, 0, 0, 0, 10, 0, 5,{c5.2xlarge=3; c5.xlarge=7; c5a.2xlarge=3; c5a.xlarge=5; d3.2xlarge=7; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=8; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=16; m5zn.large=0; m5zn.xlarge=21; r5.2xlarge=0; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=10; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,140,NOML,332.29999999999995,7, 14, 4, 10, 3, 0, 0, 0, 0, 0, 3, 11, 3, 10, 3, 6, 0, 9, 0, 6, 1, 0, 0, 0, 3, 0, 5,{c5.2xlarge=7; c5.xlarge=14; c5a.2xlarge=4; c5a.xlarge=10; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=3; m5.xlarge=11; m5a.2xlarge=3; m5a.large=10; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=0; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,140,TEXTDISTANCE,421.24999999999994,5, 7, 2, 4, 2, 1, 0, 1, 0, 0, 6, 16, 2, 11, 2, 9, 0, 11, 0, 7, 3, 0, 0, 0, 7, 0, 2,{c5.2xlarge=5; c5.xlarge=7; c5a.2xlarge=2; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=6; m5.xlarge=16; m5a.2xlarge=2; m5a.large=11; m5a.xlarge=2; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=7; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,140,CRITICALPATH,346.59,5, 6, 5, 12, 4, 2, 0, 0, 0, 0, 2, 12, 0, 4, 0, 9, 0, 11, 0, 12, 3, 0, 0, 0, 7, 0, 4,{c5.2xlarge=5; c5.xlarge=6; c5a.2xlarge=5; c5a.xlarge=12; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=2; m5.xlarge=12; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=11; r5.2xlarge=0; r5.large=12; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,140,CRITICALPATHREVERSE,483.28,5, 6, 4, 13, 6, 2, 0, 2, 0, 0, 3, 4, 0, 2, 0, 9, 0, 19, 0, 8, 1, 0, 0, 0, 8, 0, 6,{c5.2xlarge=5; c5.xlarge=6; c5a.2xlarge=4; c5a.xlarge=13; d3.2xlarge=6; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=19; r5.2xlarge=0; r5.large=8; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.1,40,140,RESHIV2,396.96999999999997,5, 12, 5, 12, 4, 2, 0, 2, 0, 0, 5, 5, 0, 2, 0, 10, 0, 14, 0, 6, 1, 0, 0, 0, 9, 0, 4,{c5.2xlarge=5; c5.xlarge=12; c5a.2xlarge=5; c5a.xlarge=12; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=5; m5.xlarge=5; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=14; r5.2xlarge=0; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,140,RESHIV3,347.5799999999999,5, 12, 5, 12, 4, 2, 0, 2, 0, 0, 4, 6, 0, 2, 0, 9, 0, 12, 0, 7, 1, 0, 0, 0, 11, 0, 4,{c5.2xlarge=5; c5.xlarge=12; c5a.2xlarge=5; c5a.xlarge=12; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=4; m5.xlarge=6; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=12; r5.2xlarge=0; r5.large=7; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=11; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,140,RESHIMAX,352.8999999999999,4, 13, 4, 10, 5, 2, 0, 0, 0, 0, 5, 7, 0, 5, 0, 9, 0, 8, 0, 9, 1, 0, 0, 0, 8, 0, 8,{c5.2xlarge=4; c5.xlarge=13; c5a.2xlarge=4; c5a.xlarge=10; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=5; m5.xlarge=7; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=9; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=8}
chipseq,normal,0.1,40,140,RESHIFCFS,342.53,5, 9, 6, 17, 4, 2, 0, 2, 0, 0, 5, 4, 1, 1, 0, 8, 0, 15, 0, 5, 1, 0, 0, 0, 6, 0, 7,{c5.2xlarge=5; c5.xlarge=9; c5a.2xlarge=6; c5a.xlarge=17; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=0; m5.large=5; m5.xlarge=4; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=0; m5zn.xlarge=15; r5.2xlarge=0; r5.large=5; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=0; z1d.xlarge=7}
chipseq,normal,0.1,40,141,MINMIN,402.3599999999999,6, 12, 5, 10, 4, 2, 0, 1, 0, 0, 1, 6, 0, 3, 0, 8, 0, 23, 0, 6, 1, 0, 0, 0, 6, 0, 4,{c5.2xlarge=6; c5.xlarge=12; c5a.2xlarge=5; c5a.xlarge=10; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=1; m5.xlarge=6; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=0; m5zn.xlarge=23; r5.2xlarge=0; r5.large=6; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,141,MAXMIN,524.52,9, 0, 4, 4, 2, 3, 1, 2, 3, 11, 0, 8, 0, 2, 1, 14, 6, 8, 0, 4, 3, 1, 3, 2, 5, 0, 2,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=11; m5.large=0; m5.xlarge=8; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=14; m5zn.large=6; m5zn.xlarge=8; r5.2xlarge=0; r5.large=4; r5.xlarge=3; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,141,MCT,408.49999999999994,10, 0, 3, 3, 1, 2, 0, 1, 1, 8, 0, 4, 0, 1, 1, 22, 13, 12, 0, 3, 1, 0, 1, 2, 6, 0, 3,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=8; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=22; m5zn.large=13; m5zn.xlarge=12; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=6; z1d.large=0; z1d.xlarge=3}
chipseq,normal,0.1,40,141,ROUNDROBIN,552.35,3, 0, 1, 2, 3, 1, 1, 1, 3, 8, 0, 9, 0, 0, 4, 10, 8, 12, 0, 7, 0, 2, 1, 4, 9, 0, 9,{c5.2xlarge=3; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=3; m5.2xlarge=8; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=10; m5zn.large=8; m5zn.xlarge=12; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=9; z1d.large=0; z1d.xlarge=9}
chipseq,normal,0.1,40,141,STATIC,358.08,8, 0, 4, 4, 2, 2, 1, 1, 1, 7, 0, 6, 0, 2, 1, 19, 11, 10, 0, 2, 1, 1, 0, 2, 9, 0, 4,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=7; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=19; m5zn.large=11; m5zn.xlarge=10; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=9; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,141,NOML,404.61999999999995,12, 0, 5, 5, 1, 1, 0, 0, 0, 15, 0, 10, 0, 1, 6, 12, 4, 8, 0, 2, 1, 1, 1, 3, 7, 0, 3,{c5.2xlarge=12; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=15; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=6; m5zn.2xlarge=12; m5zn.large=4; m5zn.xlarge=8; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=3}
chipseq,normal,0.1,40,141,TEXTDISTANCE,548.8999999999999,9, 0, 3, 3, 1, 1, 1, 1, 0, 17, 0, 14, 0, 2, 6, 10, 4, 7, 0, 4, 4, 2, 2, 1, 5, 0, 1,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=3; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=17; m5.large=0; m5.xlarge=14; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=6; m5zn.2xlarge=10; m5zn.large=4; m5zn.xlarge=7; r5.2xlarge=0; r5.large=4; r5.xlarge=4; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.1,40,141,CRITICALPATH,395.28,10, 0, 5, 5, 2, 2, 1, 2, 2, 9, 0, 9, 0, 3, 2, 12, 12, 4, 0, 5, 2, 0, 2, 3, 4, 0, 2,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=9; m5.large=0; m5.xlarge=9; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=12; m5zn.xlarge=4; r5.2xlarge=0; r5.large=5; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,141,CRITICALPATHREVERSE,411.49,8, 0, 4, 5, 2, 2, 0, 1, 0, 6, 0, 4, 0, 1, 2, 18, 13, 15, 0, 5, 2, 0, 2, 2, 4, 0, 2,{c5.2xlarge=8; c5.xlarge=0; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=18; m5zn.large=13; m5zn.xlarge=15; r5.2xlarge=0; r5.large=5; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,141,RESHIV2,395.78,10, 0, 5, 5, 2, 3, 1, 1, 1, 5, 0, 6, 0, 1, 1, 12, 10, 11, 0, 8, 2, 0, 1, 1, 8, 0, 4,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=12; m5zn.large=10; m5zn.xlarge=11; r5.2xlarge=0; r5.large=8; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,141,RESHIV3,395.78,10, 0, 5, 5, 2, 2, 1, 1, 1, 5, 0, 7, 0, 1, 1, 12, 10, 11, 0, 8, 2, 0, 1, 1, 8, 0, 4,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=12; m5zn.large=10; m5zn.xlarge=11; r5.2xlarge=0; r5.large=8; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,141,RESHIMAX,408.16999999999996,9, 0, 5, 5, 2, 2, 0, 2, 1, 6, 0, 7, 0, 1, 2, 15, 8, 10, 0, 8, 1, 0, 1, 4, 5, 0, 4,{c5.2xlarge=9; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=6; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=15; m5zn.large=8; m5zn.xlarge=10; r5.2xlarge=0; r5.large=8; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,141,RESHIFCFS,403.55999999999995,11, 0, 5, 6, 2, 2, 1, 1, 2, 5, 0, 5, 0, 1, 0, 15, 15, 13, 0, 4, 1, 0, 1, 1, 5, 0, 2,{c5.2xlarge=11; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=6; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=15; m5zn.large=15; m5zn.xlarge=13; r5.2xlarge=0; r5.large=4; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,142,MINMIN,354.22999999999996,10, 0, 5, 5, 1, 2, 1, 1, 0, 9, 0, 5, 0, 1, 1, 18, 13, 12, 0, 4, 1, 1, 1, 1, 4, 0, 2,{c5.2xlarge=10; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=5; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=9; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=18; m5zn.large=13; m5zn.xlarge=12; r5.2xlarge=0; r5.large=4; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,142,MAXMIN,534.8399999999999,8, 8, 6, 0, 2, 4, 3, 5, 8, 0, 0, 7, 3, 0, 3, 0, 11, 0, 0, 4, 12, 0, 0, 4, 0, 4, 6,{c5.2xlarge=8; c5.xlarge=8; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=3; i3.large=5; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=12; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=6}
