Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,normal,0.0,40,2,RESHIV2,336.04999999999995,5, 12, 10, 10, 5, 4, 2, 1, 1, 2, 4, 0, 0, 1, 0, 8, 12, 2, 2, 3, 2, 0, 1, 1, 4, 0, 6,{c5.2xlarge=5; c5.xlarge=12; c5a.2xlarge=10; c5a.xlarge=10; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=4; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=12; m5zn.xlarge=2; r5.2xlarge=2; r5.large=3; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.0,40,2,RESHIV3,336.04999999999995,5, 12, 10, 10, 5, 4, 2, 1, 1, 2, 4, 0, 0, 1, 0, 7, 10, 3, 2, 4, 2, 0, 1, 1, 3, 0, 8,{c5.2xlarge=5; c5.xlarge=12; c5a.2xlarge=10; c5a.xlarge=10; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=4; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=8}
chipseq,normal,0.0,40,2,RESHIMAX,409.59,4, 11, 8, 7, 3, 4, 1, 2, 3, 3, 5, 0, 0, 3, 0, 7, 8, 2, 2, 4, 2, 0, 1, 2, 4, 0, 12,{c5.2xlarge=4; c5.xlarge=11; c5a.2xlarge=8; c5a.xlarge=7; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=5; m5.xlarge=0; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=8; m5zn.xlarge=2; r5.2xlarge=2; r5.large=4; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=12}
chipseq,normal,0.0,40,2,RESHIFCFS,408.0599999999999,6, 8, 11, 11, 3, 3, 1, 2, 2, 2, 2, 0, 0, 1, 0, 8, 15, 3, 2, 2, 2, 0, 1, 1, 3, 0, 9,{c5.2xlarge=6; c5.xlarge=8; c5a.2xlarge=11; c5a.xlarge=11; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=15; m5zn.xlarge=3; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=9}
chipseq,normal,0.0,40,3,MINMIN,402.0799999999999,6, 6, 6, 11, 5, 4, 2, 1, 1, 4, 2, 0, 0, 1, 0, 10, 13, 6, 3, 2, 1, 0, 1, 1, 3, 0, 9,{c5.2xlarge=6; c5.xlarge=6; c5a.2xlarge=6; c5a.xlarge=11; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=13; m5zn.xlarge=6; r5.2xlarge=3; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=9}
chipseq,normal,0.0,40,3,MAXMIN,489.10999999999996,8, 3, 0, 4, 8, 0, 1, 0, 3, 6, 0, 3, 0, 3, 0, 8, 11, 8, 12, 6, 4, 0, 2, 2, 0, 0, 6,{c5.2xlarge=8; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=6; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=11; m5zn.xlarge=8; r5.2xlarge=12; r5.large=6; r5.xlarge=4; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.0,40,3,MCT,409.12999999999994,10, 3, 0, 4, 5, 0, 1, 0, 2, 5, 0, 3, 0, 1, 0, 11, 23, 8, 3, 5, 7, 0, 1, 1, 0, 0, 5,{c5.2xlarge=10; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=11; m5zn.large=23; m5zn.xlarge=8; r5.2xlarge=3; r5.large=5; r5.xlarge=7; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.0,40,3,ROUNDROBIN,513.6999999999999,4, 1, 0, 1, 5, 0, 10, 0, 4, 20, 0, 3, 0, 1, 0, 5, 12, 4, 12, 3, 3, 1, 0, 2, 0, 0, 7,{c5.2xlarge=4; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=10; i3.large=0; i3.xlarge=4; m5.2xlarge=20; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=12; m5zn.xlarge=4; r5.2xlarge=12; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,normal,0.0,40,3,STATIC,370.4199999999999,10, 1, 0, 8, 5, 0, 1, 0, 2, 7, 0, 1, 0, 1, 0, 8, 30, 6, 4, 2, 5, 0, 1, 1, 0, 0, 5,{c5.2xlarge=10; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=2; m5.2xlarge=7; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=30; m5zn.xlarge=6; r5.2xlarge=4; r5.large=2; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.0,40,3,NOML,491.17999999999995,12, 5, 0, 5, 7, 0, 2, 0, 0, 14, 0, 4, 0, 1, 0, 8, 11, 5, 5, 3, 2, 2, 2, 2, 0, 0, 8,{c5.2xlarge=12; c5.xlarge=5; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=14; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=11; m5zn.xlarge=5; r5.2xlarge=5; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8}
chipseq,normal,0.0,40,3,TEXTDISTANCE,547.38,9, 3, 0, 3, 5, 0, 1, 0, 1, 18, 0, 6, 0, 2, 0, 5, 14, 5, 7, 4, 7, 2, 2, 1, 0, 0, 3,{c5.2xlarge=9; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=18; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=14; m5zn.xlarge=5; r5.2xlarge=7; r5.large=4; r5.xlarge=7; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3}
chipseq,normal,0.0,40,3,CRITICALPATH,396.10999999999996,10, 1, 0, 5, 6, 0, 2, 0, 4, 9, 0, 2, 0, 3, 0, 6, 20, 5, 8, 5, 5, 0, 1, 2, 0, 0, 4,{c5.2xlarge=10; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=4; m5.2xlarge=9; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=20; m5zn.xlarge=5; r5.2xlarge=8; r5.large=5; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.0,40,3,CRITICALPATHREVERSE,482.21,8, 3, 0, 4, 5, 0, 2, 0, 0, 6, 0, 1, 0, 1, 0, 8, 26, 12, 6, 6, 3, 1, 1, 1, 0, 0, 4,{c5.2xlarge=8; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=26; m5zn.xlarge=12; r5.2xlarge=6; r5.large=6; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.0,40,3,RESHIV2,401.29999999999995,10, 4, 0, 5, 7, 0, 2, 0, 1, 6, 0, 3, 0, 3, 0, 7, 22, 5, 4, 8, 5, 0, 1, 1, 0, 0, 4,{c5.2xlarge=10; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=1; m5.2xlarge=6; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=22; m5zn.xlarge=5; r5.2xlarge=4; r5.large=8; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.0,40,3,RESHIV3,401.29999999999995,10, 4, 0, 5, 6, 0, 2, 0, 1, 6, 0, 4, 0, 2, 0, 6, 20, 6, 3, 8, 5, 0, 1, 3, 0, 0, 6,{c5.2xlarge=10; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=1; m5.2xlarge=6; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=20; m5zn.xlarge=6; r5.2xlarge=3; r5.large=8; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.0,40,3,RESHIMAX,406.0,8, 4, 0, 5, 6, 0, 1, 0, 4, 5, 0, 4, 0, 2, 0, 9, 14, 9, 4, 7, 4, 0, 3, 2, 0, 0, 7,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=4; m5.2xlarge=5; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=14; m5zn.xlarge=9; r5.2xlarge=4; r5.large=7; r5.xlarge=4; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,normal,0.0,40,3,RESHIFCFS,408.10999999999996,11, 2, 0, 5, 5, 0, 1, 0, 2, 5, 0, 3, 0, 1, 0, 8, 27, 7, 3, 5, 5, 0, 1, 1, 0, 0, 6,{c5.2xlarge=11; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=27; m5zn.xlarge=7; r5.2xlarge=3; r5.large=5; r5.xlarge=5; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.0,40,4,MINMIN,407.69,10, 2, 0, 4, 6, 0, 2, 0, 1, 7, 0, 2, 0, 1, 0, 12, 24, 8, 3, 4, 4, 0, 1, 1, 0, 0, 6,{c5.2xlarge=10; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=1; m5.2xlarge=7; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=24; m5zn.xlarge=8; r5.2xlarge=3; r5.large=4; r5.xlarge=4; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.0,40,4,MAXMIN,394.23999999999995,8, 4, 23, 8, 1, 3, 3, 6, 0, 4, 0, 0, 1, 0, 1, 8, 4, 9, 0, 2, 2, 1, 2, 2, 0, 0, 6,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=23; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=3; i3.large=6; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=4; m5zn.xlarge=9; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.0,40,4,MCT,352.50999999999993,10, 4, 20, 7, 1, 1, 0, 4, 0, 2, 0, 0, 0, 0, 1, 9, 12, 12, 0, 1, 1, 0, 2, 2, 0, 0, 9,{c5.2xlarge=10; c5.xlarge=4; c5a.2xlarge=20; c5a.xlarge=7; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=12; m5zn.xlarge=12; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9}
chipseq,normal,0.0,40,4,ROUNDROBIN,539.99,3, 1, 6, 6, 5, 2, 3, 16, 0, 7, 0, 0, 2, 0, 7, 11, 4, 10, 0, 3, 2, 2, 2, 3, 0, 0, 3,{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=6; c5a.xlarge=6; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=3; i3.large=16; i3.xlarge=0; m5.2xlarge=7; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=11; m5zn.large=4; m5zn.xlarge=10; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3}
chipseq,normal,0.0,40,4,STATIC,369.31999999999994,10, 2, 18, 12, 2, 2, 1, 3, 0, 3, 0, 0, 1, 0, 3, 8, 18, 8, 0, 1, 1, 1, 1, 0, 0, 0, 3,{c5.2xlarge=10; c5.xlarge=2; c5a.2xlarge=18; c5a.xlarge=12; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=1; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=8; m5zn.large=18; m5zn.xlarge=8; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3}
chipseq,normal,0.0,40,4,NOML,336.04999999999995,9, 2, 21, 10, 1, 2, 1, 1, 0, 6, 0, 0, 3, 0, 3, 6, 5, 11, 0, 2, 1, 1, 2, 5, 0, 0, 6,{c5.2xlarge=9; c5.xlarge=2; c5a.2xlarge=21; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=5; m5zn.xlarge=11; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.0,40,4,TEXTDISTANCE,351.60999999999996,8, 2, 12, 4, 1, 1, 0, 3, 0, 12, 0, 0, 3, 0, 5, 10, 6, 13, 0, 1, 3, 1, 4, 2, 0, 0, 7,{c5.2xlarge=8; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=12; m5.large=0; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=10; m5zn.large=6; m5zn.xlarge=13; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,normal,0.0,40,4,CRITICALPATH,336.21999999999997,8, 4, 25, 9, 2, 2, 0, 6, 0, 4, 0, 0, 0, 0, 1, 6, 7, 7, 0, 2, 2, 0, 2, 3, 0, 0, 8,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=25; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=0; i3.large=6; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=7; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8}
chipseq,normal,0.0,40,4,CRITICALPATHREVERSE,357.98999999999995,10, 2, 22, 8, 1, 2, 0, 2, 0, 2, 0, 0, 1, 0, 1, 7, 13, 16, 0, 2, 1, 0, 2, 2, 0, 0, 4,{c5.2xlarge=10; c5.xlarge=2; c5a.2xlarge=22; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=7; m5zn.large=13; m5zn.xlarge=16; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.0,40,4,RESHIV2,335.22999999999996,12, 2, 24, 10, 1, 2, 2, 3, 0, 2, 0, 0, 0, 0, 1, 4, 10, 10, 0, 2, 1, 0, 2, 0, 0, 0, 10,{c5.2xlarge=12; c5.xlarge=2; c5a.2xlarge=24; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=10; m5zn.xlarge=10; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=10}
chipseq,normal,0.0,40,4,RESHIV3,334.78999999999996,11, 2, 26, 10, 1, 2, 2, 3, 0, 2, 0, 0, 0, 0, 1, 4, 8, 12, 0, 2, 1, 0, 2, 0, 0, 0, 9,{c5.2xlarge=11; c5.xlarge=2; c5a.2xlarge=26; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=8; m5zn.xlarge=12; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9}
chipseq,normal,0.0,40,4,RESHIMAX,347.34999999999997,9, 2, 28, 9, 2, 1, 0, 6, 0, 4, 0, 0, 0, 0, 1, 5, 7, 9, 0, 2, 2, 0, 2, 5, 0, 0, 4,{c5.2xlarge=9; c5.xlarge=2; c5a.2xlarge=28; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=6; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=9; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.0,40,4,RESHIFCFS,343.06999999999994,11, 2, 26, 10, 1, 1, 1, 4, 0, 2, 0, 0, 0, 0, 0, 5, 15, 8, 0, 1, 1, 0, 2, 2, 0, 0, 6,{c5.2xlarge=11; c5.xlarge=2; c5a.2xlarge=26; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=4; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=15; m5zn.xlarge=8; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,normal,0.0,40,5,MINMIN,400.53999999999996,15, 2, 14, 10, 1, 2, 2, 3, 0, 3, 0, 0, 0, 0, 0, 8, 11, 15, 0, 1, 1, 0, 2, 1, 0, 0, 7,{c5.2xlarge=15; c5.xlarge=2; c5a.2xlarge=14; c5a.xlarge=10; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=11; m5zn.xlarge=15; r5.2xlarge=0; r5.large=1; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,normal,0.0,40,5,MAXMIN,474.5,4, 11, 9, 4, 8, 5, 0, 2, 0, 1, 5, 2, 0, 2, 0, 0, 4, 7, 1, 7, 8, 1, 0, 3, 0, 2, 12,{c5.2xlarge=4; c5.xlarge=11; c5a.2xlarge=9; c5a.xlarge=4; d3.2xlarge=8; d3.xlarge=5; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=1; m5.large=5; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=7; r5.2xlarge=1; r5.large=7; r5.xlarge=8; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=12}
chipseq,normal,0.0,40,5,MCT,407.41999999999996,4, 12, 9, 5, 3, 5, 0, 2, 0, 1, 5, 2, 0, 1, 2, 0, 14, 9, 1, 3, 5, 0, 0, 1, 0, 5, 9,{c5.2xlarge=4; c5.xlarge=12; c5a.2xlarge=9; c5a.xlarge=5; d3.2xlarge=3; d3.xlarge=5; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=1; m5.large=5; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=9; r5.2xlarge=1; r5.large=3; r5.xlarge=5; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=9}
chipseq,normal,0.0,40,5,ROUNDROBIN,738.5699999999999,2, 2, 9, 1, 10, 5, 0, 7, 0, 3, 3, 1, 0, 1, 4, 0, 4, 7, 2, 7, 5, 0, 0, 8, 0, 1, 16,{c5.2xlarge=2; c5.xlarge=2; c5a.2xlarge=9; c5a.xlarge=1; d3.2xlarge=10; d3.xlarge=5; i3.2xlarge=0; i3.large=7; i3.xlarge=0; m5.2xlarge=3; m5.large=3; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=7; r5.2xlarge=2; r5.large=7; r5.xlarge=5; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=8; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=16}
chipseq,normal,0.0,40,5,STATIC,375.86,4, 6, 6, 5, 3, 4, 0, 1, 0, 1, 2, 3, 0, 1, 0, 0, 10, 22, 1, 3, 8, 1, 0, 3, 0, 2, 12,{c5.2xlarge=4; c5.xlarge=6; c5a.2xlarge=6; c5a.xlarge=5; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=1; m5.large=2; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=22; r5.2xlarge=1; r5.large=3; r5.xlarge=8; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=12}
